listing_id,brand,model,city,year,car_age,km_driven,fuel_type,transmission,owner_count,mileage_kmpl,engine_cc,insurance_valid,listing_date,asking_price,status,days_to_sell,sold_price
C24-14984,Maruti Suzuki,Baleno,Chennai,2014,11,141916,Diesel,Manual,1.0,24.8,1498,No,2024-06-06,119000.0,Sold,12.0,115014.0
C24-14985,Toyota,Innova,Jaipur,2019,6,73611,Petrol,Automatic,4.0,23.3,1000,Yes,2024-12-10,491000.0,Sold,4.0,477506.0
C24-14986,Honda,Jazz,Delhi NCR,2014,11,123703,Petrol,Manual,1.0,16.2,1000,Yes,2024-07-27,189000.0,Sold,39.0,183785.0
C24-14987,Hyundai,i20,Delhi NCR,2014,11,142860,Diesel,Manual,1.0,13.5,800,Yes,2024-10-13,170000.0,Sold,78.0,164525.0
C24-14988,Mahindra,XUV300,Mumbai,2014,11,121375,Petrol,Manual,1.0,11.0,1199,No,2024-02-16,228000.0,Sold,10.0,227053.0
C24-14989,Ford,Figo,Jaipur,2022,3,31101,Diesel,Automatic,2.0,18.5,1000,No,2025-03-30,462000.0,Sold,4.0,445285.0
C24-14990,Honda,Jazz,Jaipur,2021,4,45534,Diesel,Manual,2.0,20.4,1997,Yes,2025-05-31,556000.0,Sold,3.0,554664.0
C24-14991,Kia,Sonet,Chandigarh,2024,1,6412,Petrol,Manual,4.0,10.9,1498,No,2025-05-10,947000.0,Sold,9.0,885140.0
C24-14992,Hyundai,Venue,Chandigarh,2022,3,42026,Petrol,Manual,2.0,22.2,1498,Yes,2024-03-27,447000.0,Sold,9.0,445333.0
C24-14993,Tata,Altroz,Chandigarh,2012,13,147452,Electric,Manual,2.0,5.4,1000,No,2024-06-17,127000.0,Sold,214.0,122545.0
C24-14994,Hyundai,Creta,Ahmedabad,2015,10,120907,CNG,Manual,3.0,24.8,2000,No,2024-09-23,140000.0,Sold,18.0,139125.0
C24-14995,Honda,City,Pune,2023,2,22874,Petrol,Automatic,2.0,19.5,800,Yes,2024-12-04,972000.0,Sold,7.0,958195.0
C24-14996,Mahindra,XUV700,Delhi NCR,2018,7,97157,Petrol,Automatic,1.0,14.4,2200,No,2024-07-06,444000.0,Sold,1.0,412419.0
C24-14997,Tata,Tiago,Jaipur,2018,7,70737,Petrol,Automatic,2.0,19.8,1197,Yes,2024-05-03,304000.0,Sold,14.0,282686.0
C24-14998,Maruti Suzuki,Dzire,Mumbai,2012,13,155578,CNG,Manual,1.0,17.0,1000,Yes,2025-04-24,81000.0,Sold,52.0,77670.0
C24-14999,Toyota,Urban Cruiser,Chennai,2023,2,36346,Diesel,Automatic,1.0,17.1,1197,Yes,2024-03-24,1309000.0,Sold,7.0,1216467.0
C24-15000,Mahindra,Scorpio,Chennai,2014,11,125469,Diesel,Manual,3.0,19.2,1498,Yes,2024-09-06,223000.0,Sold,66.0,212277.0
C24-15001,Kia,Sonet,Pune,2022,3,27840,Diesel,Automatic,2.0,14.1,1197,Yes,2024-11-28,990000.0,Sold,9.0,947053.0
C24-15002,Volkswagen,Vento,Delhi NCR,2024,1,22101,Petrol,Manual,1.0,15.7,1197,Yes,2024-03-02,868000.0,Sold,2.0,853512.0
C24-15003,Volkswagen,Vento,Kolkata,2014,11,128768,Diesel,Manual,3.0,22.2,1197,Yes,2024-10-22,136000.0,Sold,21.0,129051.0
C24-15004,Volkswagen,Polo,Mumbai,2024,1,22113,Petrol,Manual,1.0,13.7,1197,Yes,2024-01-04,940000.0,Sold,28.0,930455.0
C24-15005,Renault,Triber,Hyderabad,2014,11,138977,Petrol,Manual,1.0,13.9,1197,Yes,2024-02-04,110000.0,Sold,32.0,103613.0
C24-15006,Tata,Punch,Bengaluru,2022,3,35984,Petrol,Manual,3.0,24.1,800,Yes,2025-03-16,602000.0,Sold,6.0,579384.0
C24-15007,Honda,Jazz,Mumbai,2019,6,65706,Petrol,Manual,1.0,21.8,1997,Yes,2025-01-17,418000.0,Sold,1.0,412286.0
C24-15008,Hyundai,Grand i10,Pune,2017,8,97164,Petrol,Automatic,1.0,15.6,2000,Yes,2025-03-15,297000.0,Sold,2.0,285217.0
C24-15009,Mahindra,XUV700,Delhi NCR,2018,7,82366,Petrol,Manual,2.0,22.4,1199,Yes,2025-01-28,446000.0,Sold,35.0,432893.0
C24-15010,Honda,WR-V,Chandigarh,2023,2,22507,Diesel,Manual,,20.8,2000,Yes,2024-08-26,701000.0,Sold,9.0,680720.0
C24-15011,Ford,Figo,Hyderabad,2021,4,52490,Diesel,Manual,4.0,20.5,1498,Yes,2024-07-30,441000.0,Sold,4.0,427401.0
C24-15012,Kia,Sonet,Pune,2016,9,111916,Diesel,Manual,1.0,21.9,1498,Yes,2024-06-03,284000.0,Sold,5.0,264494.0
C24-15013,Kia,Sonet,Chennai,2017,8,103096,Diesel,Manual,1.0,22.8,1197,Yes,2024-03-01,302000.0,Sold,30.0,291348.0
C24-15014,Hyundai,Venue,Bengaluru,2013,12,133982,Electric,Manual,2.0,5.0,1199,Yes,2024-05-15,178000.0,Sold,61.0,169290.0
C24-15015,Tata,Altroz,Hyderabad,2021,4,48606,Petrol,Manual,1.0,21.7,2200,Yes,2025-05-19,499000.0,Sold,7.0,468739.0
C24-15016,Renault,Kwid,Ahmedabad,2012,13,157432,Diesel,Automatic,2.0,12.0,1197,Yes,2024-08-10,97000.0,Sold,62.0,92002.0
C24-15017,Honda,Jazz,Kolkata,2024,1,500,Petrol,Manual,1.0,16.9,1197,,2024-06-24,851000.0,Sold,6.0,788148.0
C24-15018,Mahindra,XUV300,Bengaluru,2019,6,64964,Diesel,Manual,3.0,16.8,1197,No,2025-04-06,418000.0,Sold,6.0,416320.0
C24-15019,Volkswagen,Vento,Jaipur,2016,9,113497,Petrol,Manual,2.0,18.2,1498,No,2025-04-09,186000.0,Sold,27.0,179630.0
C24-15020,Hyundai,Verna,Jaipur,2013,12,143617,Diesel,Manual,3.0,14.7,1000,Yes,2025-05-31,121000.0,Sold,30.0,115676.0
C24-15021,Mahindra,XUV700,Bengaluru,2020,5,42230,Diesel,Manual,,15.3,1197,No,2025-03-02,584000.0,Sold,23.0,574074.0
C24-15022,Toyota,Glanza,Kolkata,2023,2,18872,Diesel,Manual,1.0,25.3,1498,Yes,2024-12-31,1103000.0,Sold,40.0,1079931.0
C24-15023,Tata,Tiago,Ahmedabad,2012,13,161005,Diesel,Manual,1.0,23.7,2000,Yes,2025-03-31,112000.0,Sold,15.0,106221.0
C24-15024,Volkswagen,Vento,Kolkata,2015,10,115220,Petrol,Automatic,1.0,19.9,1498,Yes,2024-10-04,228000.0,Sold,15.0,224577.0
C24-15025,Renault,Kwid,Hyderabad,2017,8,99049,Petrol,Manual,1.0,18.0,1199,Yes,2024-02-27,220000.0,Sold,40.0,218596.0
C24-15026,Maruti Suzuki,WagonR,Chennai,2018,7,78459,Diesel,Manual,4.0,21.4,1000,Yes,2025-04-26,169000.0,Active,,
C24-15027,Tata,Tiago,Hyderabad,2024,1,2378,Petrol,Manual,2.0,18.4,1997,Yes,2025-04-03,906000.0,Sold,2.0,855368.0
C24-15028,Kia,Carens,Delhi NCR,2012,13,157164,Diesel,Manual,3.0,22.9,1498,Yes,2025-06-01,157000.0,Sold,5.0,147744.0
C24-15029,Kia,Carens,Ahmedabad,2017,8,93140,Petrol,Automatic,4.0,,1199,No,2024-06-25,288000.0,Sold,4.0,273172.0
C24-15030,Mahindra,XUV700,Ahmedabad,2018,7,89674,Petrol,Automatic,1.0,17.3,1498,Yes,2024-11-27,427000.0,Sold,27.0,411503.0
C24-15031,Tata,Tiago,Kolkata,2018,7,84602,Diesel,Manual,,16.2,2200,Yes,2024-12-22,344000.0,Sold,30.0,339847.0
C24-15032,Mahindra,Bolero,Ahmedabad,2020,5,81149,Petrol,Manual,2.0,17.0,1197,Yes,2024-12-16,418000.0,Sold,93.0,408493.0
C24-15033,Volkswagen,Vento,Chennai,2016,9,117604,Diesel,Manual,1.0,24.1,1498,Yes,2024-09-04,229000.0,Sold,37.0,227655.0
C24-15034,Maruti Suzuki,WagonR,Chennai,2015,10,125205,Petrol,Manual,3.0,15.7,1000,No,2024-10-18,140000.0,Sold,21.0,138403.0
C24-15035,Volkswagen,Vento,Hyderabad,2020,5,67329,Diesel,Manual,1.0,22.8,800,Yes,2024-01-19,437000.0,Sold,6.0,406805.0
C24-15036,Toyota,Glanza,Bengaluru,2018,7,81746,Petrol,Automatic,1.0,22.3,1197,No,2025-04-04,598000.0,Sold,50.0,596437.0
C24-15037,Maruti Suzuki,Dzire,Delhi NCR,2016,9,97653,Diesel,Automatic,1.0,16.8,2000,Yes,2024-02-01,196000.0,Sold,12.0,186205.0
C24-15038,Renault,Kwid,Delhi NCR,2015,10,119595,Petrol,Automatic,1.0,19.8,1498,No,2024-08-27,182000.0,Sold,44.0,171057.0
C24-15039,Mahindra,XUV700,Chennai,2013,12,147386,Petrol,Automatic,4.0,11.5,800,Yes,2025-05-17,169000.0,Sold,40.0,165667.0
C24-15040,Ford,EcoSport,Chennai,2020,5,69593,Petrol,Manual,2.0,15.9,800,Yes,2024-08-04,357000.0,Sold,45.0,340107.0
C24-15041,Tata,Harrier,Chandigarh,2024,1,16266,Diesel,Automatic,3.0,19.3,1498,Yes,2025-04-26,864000.0,Sold,3.0,801828.0
C24-15042,Renault,Kwid,Ahmedabad,2018,7,76376,Diesel,Manual,1.0,18.6,1199,Yes,2024-01-12,254000.0,Sold,62.0,233821.0
C24-15043,Hyundai,Creta,Hyderabad,2023,2,40092,Diesel,Manual,1.0,18.9,1997,No,2024-03-24,611000.0,Sold,10.0,596256.0
C24-15044,Tata,Punch,Kolkata,2016,9,110649,Petrol,Manual,3.0,17.1,1498,Yes,2024-03-21,178000.0,Sold,29.0,171810.0
C24-15045,Renault,Kwid,Chandigarh,2021,4,60333,Diesel,Manual,1.0,18.3,1000,No,2025-03-06,394000.0,Sold,40.0,384772.0
C24-15046,Toyota,Fortuner,Chennai,2012,13,164086,Diesel,Manual,1.0,19.4,1498,No,2024-03-30,206000.0,Sold,24.0,197998.0
C24-15047,Renault,Triber,Kolkata,2019,6,76102,CNG,Manual,4.0,21.7,2200,No,2024-06-24,210000.0,Sold,12.0,201511.0
C24-15048,Kia,Seltos,Delhi NCR,2021,4,42957,Petrol,Manual,2.0,18.1,1000,Yes,2024-07-17,661000.0,Sold,5.0,641323.0
C24-15049,Kia,Sonet,Bengaluru,2017,8,107282,Petrol,Manual,2.0,15.2,1197,No,2025-04-03,347000.0,Sold,8.0,329384.0
C24-15050,Hyundai,i20,Bengaluru,2022,3,41530,Petrol,Manual,2.0,17.3,1498,Yes,2024-10-31,568000.0,Sold,26.0,536844.0
C24-15051,Honda,Amaze,Hyderabad,2022,3,24256,Diesel,Automatic,1.0,18.8,800,Yes,2025-05-22,829000.0,Sold,9.0,788922.0
C24-15052,Honda,Amaze,Mumbai,2015,10,114406,Petrol,Manual,1.0,16.7,1000,Yes,2024-10-03,242000.0,Sold,28.0,239064.0
C24-15053,Ford,EcoSport,Bengaluru,2020,5,51907,Petrol,Manual,2.0,24.0,1199,Yes,2025-05-10,373000.0,Sold,8.0,367478.0
C24-15054,Volkswagen,Vento,Chennai,2024,1,8992,Diesel,Manual,2.0,22.9,800,No,2025-02-26,886000.0,Sold,18.0,819216.0
C24-15055,Kia,Seltos,Jaipur,2024,1,6264,Petrol,Manual,2.0,12.2,1197,Yes,2024-01-21,1053000.0,Sold,12.0,987774.0
C24-15056,Toyota,Innova,Hyderabad,2023,2,22717,Petrol,Automatic,2.0,19.3,1498,Yes,2024-06-26,1328000.0,Sold,45.0,1245945.0
C24-15057,Maruti Suzuki,WagonR,Kolkata,2023,2,7207,Petrol,Manual,4.0,16.2,1498,Yes,2024-03-16,438000.0,Sold,10.0,436920.0
C24-15058,Hyundai,i20,Ahmedabad,2016,9,112713,Diesel,Automatic,2.0,16.3,1997,Yes,2024-03-18,203000.0,Sold,55.0,193510.0
C24-15059,Toyota,Fortuner,Chandigarh,2013,12,150974,CNG,Manual,2.0,15.8,1498,No,2024-04-01,161000.0,Sold,66.0,154187.0
C24-15060,Hyundai,Creta,Chandigarh,2015,10,118902,Petrol,Automatic,1.0,20.3,1000,No,2024-11-16,170000.0,Sold,24.0,158389.0
C24-15061,Volkswagen,Polo,Delhi NCR,2014,11,144204,Diesel,Automatic,2.0,9.9,1197,Yes,2025-04-03,184000.0,Sold,2.0,179712.0
C24-15062,Kia,Seltos,Chennai,2016,9,116306,CNG,Automatic,1.0,20.7,1000,Yes,2024-05-06,217000.0,Sold,21.0,210327.0
C24-15063,Renault,Kwid,Ahmedabad,2020,5,65106,Petrol,Manual,1.0,15.9,1000,Yes,2024-12-10,371000.0,Sold,4.0,357101.0
C24-15064,Ford,Figo,Hyderabad,2022,3,31145,Diesel,Manual,1.0,20.3,1199,Yes,2024-03-19,610000.0,Sold,24.0,566362.0
C24-15065,Honda,Jazz,Bengaluru,2022,3,42301,Petrol,Manual,2.0,12.8,1000,Yes,2024-09-23,560000.0,Sold,17.0,554712.0
C24-15066,Renault,Triber,Pune,2022,3,52898,Petrol,Manual,1.0,10.1,1197,No,2025-04-08,430000.0,Sold,13.0,423872.0
C24-15067,Mahindra,XUV700,Mumbai,2014,11,136062,Petrol,Manual,1.0,21.1,1199,Yes,2024-06-15,214000.0,Sold,4.0,211906.0
C24-15068,Toyota,Fortuner,Kolkata,2012,13,158421,Petrol,Manual,2.0,19.6,1498,Yes,2025-04-03,179000.0,Sold,63.0,166550.0
C24-15069,Ford,EcoSport,Chennai,2021,4,43277,Petrol,Automatic,1.0,15.5,1199,Yes,2024-04-09,529000.0,Sold,14.0,495752.0
C24-15070,Toyota,Fortuner,Chennai,2023,2,24660,Petrol,Automatic,2.0,20.3,1498,Yes,2024-12-14,1300000.0,Sold,8.0,1264497.0
C24-15071,Toyota,Urban Cruiser,Ahmedabad,2020,5,56678,Petrol,Automatic,2.0,17.0,1997,Yes,2025-01-04,681000.0,Sold,25.0,662069.0
C24-15072,Ford,Figo,Delhi NCR,2012,13,157338,Petrol,Manual,1.0,20.2,1000,Yes,2024-03-06,108000.0,Sold,55.0,107966.0
C24-15073,Mahindra,Bolero,Chandigarh,2024,1,15983,Diesel,Manual,1.0,24.1,1199,Yes,2024-08-01,1053000.0,Sold,29.0,1038478.0
C24-15074,Honda,WR-V,Jaipur,2014,11,126250,Diesel,Manual,1.0,24.1,1199,Yes,2025-05-14,154000.0,Active,,
C24-15075,Toyota,Urban Cruiser,Bengaluru,2017,8,93265,Diesel,Manual,4.0,14.7,1199,Yes,2025-03-31,342000.0,Sold,3.0,326016.0
C24-15076,Volkswagen,Polo,Kolkata,2012,13,140518,Diesel,Manual,2.0,20.9,1197,Yes,2024-10-09,124000.0,Sold,37.0,120482.0
C24-15077,Honda,Amaze,Kolkata,2016,9,113152,Petrol,Manual,1.0,20.7,1498,Yes,2024-03-24,227000.0,Sold,41.0,226754.0
C24-15078,Renault,Kwid,Kolkata,2021,4,48589,Petrol,Manual,3.0,19.1,1197,Yes,2024-07-16,348000.0,Sold,73.0,334991.0
C24-15079,Honda,City,Ahmedabad,2020,5,64824,Petrol,Manual,3.0,21.9,1197,Yes,2025-04-14,447000.0,Sold,1.0,425643.0
C24-15080,Mahindra,XUV300,Mumbai,2013,12,143988,CNG,Automatic,1.0,14.4,1997,Yes,2024-03-26,218000.0,Sold,1.0,202909.0
C24-15081,Volkswagen,Vento,Pune,2015,10,139080,Petrol,Manual,2.0,21.6,2000,Yes,2025-05-13,182000.0,Sold,13.0,179790.0
C24-15082,Kia,Sonet,Jaipur,2013,12,144669,Petrol,Manual,1.0,18.7,1000,Yes,2025-06-24,169000.0,Active,,
C24-15083,Hyundai,Grand i10,Delhi NCR,2012,13,158583,Diesel,Automatic,3.0,18.1,800,No,2024-03-14,139000.0,Sold,1.0,128562.0
C24-15084,Tata,Harrier,Jaipur,2019,6,82079,Petrol,Automatic,1.0,23.3,1000,Yes,2025-02-13,325000.0,Sold,13.0,324818.0
C24-15085,Hyundai,Creta,Pune,2013,12,150052,Petrol,Manual,1.0,14.7,1199,No,2024-11-10,144000.0,Sold,1.0,135479.0
C24-15086,Ford,Figo,Hyderabad,2022,3,46964,CNG,Automatic,2.0,17.6,1197,Yes,2024-08-04,566000.0,Sold,5.0,526165.0
C24-15087,Toyota,Glanza,Bengaluru,2018,7,87070,Diesel,Manual,2.0,18.8,800,Yes,2025-01-03,470000.0,Sold,3.0,438229.0
C24-15088,Volkswagen,Vento,Kolkata,2014,11,141165,CNG,Manual,1.0,14.4,1000,Yes,2024-05-09,157000.0,Sold,30.0,155076.0
C24-15089,Tata,Punch,Chennai,2024,1,12174,CNG,Manual,1.0,20.3,1000,Yes,2024-12-04,705000.0,Sold,1.0,661888.0
C24-15090,Volkswagen,Polo,Jaipur,2012,13,149599,Petrol,Manual,1.0,14.4,1000,Yes,2025-01-03,113000.0,Sold,9.0,111485.0
C24-15091,Honda,Amaze,Bengaluru,2021,4,40143,Petrol,Manual,2.0,21.7,1197,Yes,2024-08-03,577000.0,Sold,39.0,550198.0
C24-15092,Honda,WR-V,Chennai,2012,13,162674,Petrol,Manual,1.0,18.4,1199,Yes,2025-04-09,123000.0,Sold,6.0,113663.0
C24-15093,Tata,Harrier,Hyderabad,2022,3,44597,Diesel,Manual,1.0,21.5,1498,Yes,2025-03-23,618000.0,Sold,4.0,614513.0
C24-15094,Renault,Kwid,Mumbai,2023,2,28400,Petrol,Manual,1.0,,800,Yes,2024-03-17,645000.0,Sold,26.0,632274.0
C24-15095,Hyundai,Verna,Delhi NCR,2015,10,115276,Petrol,Manual,4.0,14.1,1997,Yes,2024-10-09,136000.0,Sold,33.0,132481.0
C24-15096,Maruti Suzuki,Swift,Chandigarh,2020,5,60776,Petrol,Manual,1.0,18.5,1199,No,2024-11-28,332000.0,Sold,58.0,328289.0
C24-15097,Toyota,Urban Cruiser,Bengaluru,2024,1,11343,CNG,Manual,2.0,15.1,1000,Yes,2024-11-27,1299000.0,Sold,12.0,1294065.0
C24-15098,Mahindra,XUV300,Hyderabad,2015,10,114817,Petrol,Manual,1.0,20.8,2000,No,2024-10-19,234000.0,Sold,41.0,233342.0
C24-15099,Ford,Figo,Ahmedabad,2018,7,84429,Electric,Automatic,4.0,6.2,1498,No,2024-06-03,331000.0,Sold,21.0,305988.0
C24-15100,Hyundai,Venue,Mumbai,2013,12,142118,Diesel,Manual,2.0,21.7,1000,Yes,2025-05-09,136000.0,Sold,39.0,133210.0
C24-15101,Volkswagen,Polo,Hyderabad,2013,12,144429,Petrol,Manual,2.0,18.2,1498,Yes,2024-04-14,146000.0,Sold,3.0,140856.0
C24-15102,Maruti Suzuki,Dzire,Kolkata,2018,7,92937,Petrol,Manual,1.0,19.0,1498,Yes,2024-08-05,153000.0,Sold,29.0,152781.0
C24-15103,Toyota,Innova,Kolkata,2014,11,120869,Petrol,Manual,1.0,15.7,1000,Yes,2024-07-31,248000.0,Sold,4.0,230298.0
C24-15104,Volkswagen,Polo,Hyderabad,2017,8,100503,CNG,Manual,3.0,13.1,1498,Yes,2024-03-12,194000.0,Sold,35.0,181626.0
C24-15105,Volkswagen,Vento,Bengaluru,2012,13,154401,CNG,Automatic,1.0,10.9,1197,Yes,2024-11-10,159000.0,Sold,60.0,155572.0
C24-15106,Hyundai,Grand i10,Jaipur,2022,3,28623,Diesel,Automatic,1.0,18.4,1997,No,2025-03-17,605000.0,Sold,9.0,557087.0
C24-15107,Tata,Harrier,Pune,2023,2,34307,Petrol,Manual,2.0,18.9,1197,Yes,2024-07-14,593000.0,Sold,5.0,586343.0
C24-15108,Hyundai,Creta,Mumbai,2018,7,85338,Petrol,Manual,1.0,17.6,1197,Yes,2024-04-17,253000.0,Sold,25.0,247631.0
C24-15109,Hyundai,Creta,Mumbai,2021,4,47265,Petrol,Manual,2.0,21.5,2000,Yes,2024-06-10,467000.0,Sold,10.0,451506.0
C24-15110,Tata,Tiago,Delhi NCR,2016,9,115825,Diesel,Manual,3.0,16.1,1197,Yes,2024-09-28,207000.0,Sold,6.0,200212.0
C24-15111,Volkswagen,Vento,Ahmedabad,2017,8,96072,Petrol,Automatic,3.0,10.2,800,Yes,2024-02-14,240000.0,Sold,12.0,222731.0
C24-15112,Mahindra,XUV700,Bengaluru,2018,7,94256,Petrol,Automatic,1.0,22.7,1199,No,2024-04-02,480000.0,Sold,6.0,479930.0
C24-15113,Mahindra,XUV700,Chennai,2022,3,48453,Electric,Automatic,2.0,6.8,1199,Yes,2025-01-31,1030000.0,Sold,3.0,1018064.0
C24-15114,Volkswagen,Vento,Bengaluru,2021,4,24327,Petrol,Manual,2.0,19.9,1498,Yes,2025-04-26,545000.0,Sold,8.0,513465.0
C24-15115,Ford,Figo,Jaipur,2016,9,107878,CNG,Manual,1.0,18.0,2000,Yes,2024-04-10,190000.0,Sold,116.0,187251.0
C24-15116,Honda,Jazz,Kolkata,2016,9,117087,CNG,Automatic,2.0,16.3,1197,No,2024-06-08,197000.0,Sold,90.0,195432.0
C24-15117,Renault,Triber,Delhi NCR,2020,5,57161,Petrol,Manual,3.0,21.6,2200,Yes,2024-08-22,327000.0,Sold,28.0,305364.0
C24-15118,Tata,Harrier,Hyderabad,2024,1,9701,CNG,Automatic,1.0,18.9,1199,Yes,2024-03-25,864000.0,Sold,18.0,798481.0
C24-15119,Maruti Suzuki,Alto,Delhi NCR,2016,9,106472,CNG,Automatic,1.0,21.6,1197,Yes,2024-05-18,152000.0,Sold,30.0,141363.0
C24-15120,Hyundai,Creta,Jaipur,2021,4,57635,Petrol,Manual,1.0,21.2,1199,Yes,2024-10-01,461000.0,Sold,22.0,445818.0
C24-15121,Renault,Triber,Hyderabad,2013,12,135878,Petrol,Automatic,2.0,24.3,1199,Yes,2024-02-06,116000.0,Sold,4.0,109143.0
C24-15122,Tata,Nexon,Pune,2019,6,67251,Diesel,Manual,2.0,14.7,1997,No,2025-01-01,365000.0,Sold,15.0,339558.0
C24-15123,Toyota,Fortuner,Chennai,2020,5,55231,Petrol,Automatic,1.0,17.8,1197,Yes,2024-01-05,836000.0,Sold,15.0,809882.0
C24-15124,Ford,EcoSport,Jaipur,2018,7,82762,Diesel,Automatic,1.0,13.4,1498,No,2024-01-24,293000.0,Sold,24.0,284253.0
C24-15125,Maruti Suzuki,Baleno,Kolkata,2018,7,83292,Petrol,Manual,2.0,18.2,1197,Yes,2025-06-22,194000.0,Sold,6.0,180369.0
C24-15126,Kia,Sonet,Mumbai,2014,11,140690,Petrol,Manual,1.0,,1997,Yes,2025-01-18,238000.0,Sold,30.0,233928.0
C24-15127,Hyundai,Creta,Chandigarh,2012,13,141146,CNG,Manual,1.0,19.2,1199,Yes,2024-12-09,90000.0,Sold,25.0,83391.0
C24-15128,Kia,Seltos,Delhi NCR,2013,12,153473,Diesel,Manual,1.0,,1000,Yes,2024-01-25,220000.0,Sold,20.0,202460.0
C24-15129,Kia,Seltos,Pune,2024,1,27161,Petrol,Manual,1.0,15.4,2000,Yes,2025-01-30,1036000.0,Sold,3.0,1007120.0
C24-15130,Renault,Kwid,Jaipur,2024,1,604,Petrol,Manual,3.0,18.5,1498,No,2025-01-08,575000.0,Sold,3.0,539466.0
C24-15131,Maruti Suzuki,Swift,Hyderabad,2013,12,153250,Diesel,Manual,1.0,21.6,1997,Yes,2024-03-31,109000.0,Sold,26.0,105387.0
C24-15132,Hyundai,i20,Jaipur,2012,13,152314,Petrol,Manual,1.0,9.2,1199,No,2024-05-24,102000.0,Sold,62.0,99936.0
C24-15133,Ford,Figo,Hyderabad,2018,7,89384,CNG,Automatic,1.0,13.8,1199,No,2024-01-08,242000.0,Sold,47.0,231313.0
C24-15134,Renault,Kwid,Bengaluru,2018,7,76246,Diesel,Manual,2.0,23.5,1000,Yes,2025-01-08,285000.0,Sold,12.0,263040.0
C24-15135,Honda,Jazz,Kolkata,2023,2,16774,Petrol,Automatic,2.0,19.6,1000,Yes,2024-10-19,801000.0,Sold,1.0,785550.0
C24-15136,Volkswagen,Polo,Jaipur,2015,10,120016,Petrol,Automatic,2.0,20.6,1000,Yes,2024-08-26,187000.0,Sold,26.0,183466.0
C24-15137,Maruti Suzuki,WagonR,Ahmedabad,2021,4,54842,CNG,Manual,1.0,18.8,1000,Yes,2025-03-26,334000.0,Sold,17.0,311018.0
C24-15138,Kia,Carens,Hyderabad,2021,4,38530,Petrol,Automatic,1.0,16.2,1000,Yes,2025-02-27,839000.0,Sold,12.0,788046.0
C24-15139,Ford,Figo,Chennai,2014,11,141515,Petrol,Manual,2.0,12.8,1197,No,2025-01-20,129000.0,Sold,22.0,128889.0
C24-15140,Honda,WR-V,Mumbai,2017,8,94369,Petrol,Automatic,1.0,16.3,1000,Yes,2024-12-08,361000.0,Sold,6.0,343960.0
C24-15141,Tata,Altroz,Ahmedabad,2024,1,15975,Diesel,Manual,2.0,12.8,2000,Yes,2024-03-19,708000.0,Sold,22.0,675483.0
C24-15142,Ford,Figo,Bengaluru,2018,7,75356,CNG,Automatic,2.0,20.6,1199,Yes,2025-03-23,315000.0,Sold,13.0,306592.0
C24-15143,Ford,Figo,Mumbai,2017,8,96081,Diesel,Manual,1.0,16.4,2200,Yes,2024-10-07,279000.0,Sold,14.0,259054.0
C24-15144,Volkswagen,Vento,Chennai,2022,3,32035,Diesel,Manual,3.0,17.1,1199,Yes,2024-10-28,520000.0,Sold,6.0,493073.0
C24-15145,Maruti Suzuki,Dzire,Jaipur,2016,9,96747,Petrol,Automatic,2.0,20.2,2200,Yes,2024-02-09,158000.0,Sold,39.0,148402.0
C24-15146,Hyundai,Venue,Chandigarh,2015,10,122900,Petrol,Automatic,1.0,17.9,1197,No,2024-01-16,174000.0,Sold,18.0,166248.0
C24-15147,Kia,Carens,Ahmedabad,2013,12,144071,Petrol,Automatic,1.0,13.0,1199,Yes,2024-06-06,210000.0,Sold,1.0,204861.0
C24-15148,Tata,Nexon,Ahmedabad,2014,11,135512,Diesel,Automatic,1.0,19.4,2000,No,2025-03-27,164000.0,Sold,13.0,160723.0
C24-15149,Honda,City,Chennai,2014,11,130944,Petrol,Manual,1.0,15.0,1000,Yes,2025-03-28,174000.0,Sold,40.0,161179.0
C24-15150,Hyundai,Verna,Chennai,2013,12,121876,Petrol,Manual,1.0,19.8,1997,No,2024-11-24,133000.0,Sold,2.0,125454.0
C24-15151,Toyota,Fortuner,Mumbai,2014,11,135170,Petrol,Manual,1.0,13.6,1997,No,2024-02-04,234000.0,Sold,1.0,220431.0
C24-15152,Tata,Nexon,Chandigarh,2016,9,112425,Diesel,Manual,2.0,21.4,1199,Yes,2024-10-22,159000.0,Sold,124.0,151200.0
C24-15153,Hyundai,Creta,Kolkata,2018,7,77086,Diesel,Manual,4.0,17.8,1197,Yes,2025-05-28,211000.0,Active,,
C24-15154,Maruti Suzuki,Dzire,Jaipur,2022,3,30267,Petrol,Manual,1.0,12.8,800,Yes,2025-01-02,400000.0,Sold,72.0,375823.0
C24-15155,Kia,Seltos,Chennai,2021,4,65593,Diesel,Manual,2.0,21.3,1197,Yes,2024-05-04,590000.0,Sold,23.0,578903.0
C24-15156,Hyundai,Verna,Pune,2017,8,95950,Petrol,Automatic,2.0,27.1,1997,No,2024-08-04,219000.0,Sold,21.0,215375.0
C24-15157,Volkswagen,Polo,Delhi NCR,2018,7,87637,Diesel,Manual,1.0,18.7,800,No,2025-02-20,288000.0,Sold,13.0,267402.0
C24-15158,Honda,Amaze,Delhi NCR,2024,1,21323,Petrol,Manual,2.0,14.6,1199,Yes,2024-01-10,892000.0,Sold,14.0,828140.0
C24-15159,Volkswagen,Vento,Bengaluru,2018,7,77849,Diesel,Automatic,1.0,23.3,1199,No,2025-05-14,422000.0,Sold,4.0,400167.0
