listing_id,brand,model,city,year,car_age,km_driven,fuel_type,transmission,owner_count,mileage_kmpl,engine_cc,insurance_valid,selling_price
C24-14710,Ford,Figo,Chennai,2017,8,107331,Diesel,Manual,2.0,25.3,1498,Yes,175000.0
C24-14711,Kia,Sonet,Pune,2023,2,24401,Petrol,Manual,1.0,19.0,1199,Yes,912000.0
C24-14712,Maruti Suzuki,WagonR,Pune,2015,10,117143,Petrol,Manual,2.0,17.9,1498,Yes,127000.0
C24-14713,Honda,City,Ahmedabad,2015,10,118335,Petrol,Manual,1.0,15.6,1498,No,204000.0
C24-14714,Mahindra,Scorpio,Chandigarh,2022,3,34908,Electric,Automatic,2.0,7.0,1199,No,984000.0
C24-14715,Hyundai,Venue,Jaipur,2020,5,61492,Diesel,Manual,2.0,14.6,1498,Yes,386000.0
C24-14716,Mahindra,XUV700,Bengaluru,2019,6,72534,Petrol,Manual,3.0,20.8,1197,Yes,462000.0
C24-14717,Mahindra,XUV300,Kolkata,2012,13,164343,Petrol,Manual,1.0,22.0,1498,No,150000.0
C24-14718,Ford,Figo,Chennai,2019,6,75585,Petrol,Manual,2.0,20.5,1498,Yes,346000.0
C24-14719,Kia,Sonet,Jaipur,2018,7,76820,Petrol,Manual,3.0,16.9,1498,No,311000.0
C24-14720,Kia,Carens,Chennai,2016,9,99373,Petrol,Automatic,1.0,26.9,2000,,322000.0
C24-14721,Ford,Figo,Chennai,2018,7,83706,Diesel,Manual,1.0,23.1,1197,Yes,265000.0
C24-14722,Toyota,Glanza,Chandigarh,2012,13,169046,Petrol,Manual,1.0,13.1,1498,Yes,163000.0
C24-14723,Volkswagen,Vento,Kolkata,2018,7,80026,Petrol,Manual,2.0,19.2,1197,Yes,323000.0
C24-14724,Hyundai,Grand i10,Kolkata,2019,6,65516,Diesel,Manual,1.0,17.6,800,Yes,368000.0
C24-14725,Toyota,Fortuner,Pune,2015,10,119388,Petrol,Manual,3.0,14.0,1197,Yes,247000.0
C24-14726,Kia,Seltos,Jaipur,2022,3,37434,Petrol,Manual,1.0,21.7,1498,No,651000.0
C24-14727,Tata,Nexon,Delhi NCR,2022,3,28591,Petrol,Manual,1.0,16.7,1498,No,599000.0
C24-14728,Maruti Suzuki,Swift,Delhi NCR,2020,5,54610,Diesel,Manual,1.0,24.8,2000,Yes,313000.0
C24-14729,Maruti Suzuki,WagonR,Kolkata,2014,11,125777,Diesel,Automatic,2.0,20.9,1000,Yes,117000.0
C24-14730,Renault,Triber,Ahmedabad,2017,8,99700,Petrol,Automatic,2.0,16.1,1197,Yes,177000.0
C24-14731,Volkswagen,Polo,Jaipur,2014,11,130154,Diesel,Manual,2.0,17.6,1997,Yes,161000.0
C24-14732,Kia,Carens,Kolkata,2018,7,101602,Diesel,Manual,2.0,23.4,1197,Yes,370000.0
C24-14733,Ford,EcoSport,Mumbai,2018,7,87522,Petrol,Manual,1.0,20.5,1197,No,306000.0
C24-14734,Honda,WR-V,Hyderabad,2014,11,124455,Diesel,Manual,3.0,23.4,1000,Yes,166000.0
C24-14735,Renault,Kwid,Jaipur,2015,10,124562,Petrol,Manual,1.0,19.7,800,Yes,126000.0
C24-14736,Mahindra,Bolero,Bengaluru,2021,4,60228,Diesel,Automatic,2.0,18.8,1199,Yes,846000.0
C24-14737,Honda,Jazz,Hyderabad,2021,4,38867,Diesel,Manual,4.0,19.9,1997,Yes,526000.0
C24-14738,Ford,Figo,Chandigarh,2023,2,33131,Petrol,Manual,2.0,16.8,1997,Yes,579000.0
C24-14739,Hyundai,Grand i10,Mumbai,2020,5,46769,CNG,Automatic,2.0,14.8,1197,No,395000.0
C24-14740,Honda,Amaze,Delhi NCR,2023,2,16148,Petrol,Manual,1.0,18.2,1197,No,820000.0
C24-14741,Ford,EcoSport,Jaipur,2024,1,7993,Petrol,Manual,2.0,11.2,1000,Yes,754000.0
C24-14742,Toyota,Innova,Ahmedabad,2018,7,77748,Petrol,Manual,2.0,19.3,1199,Yes,402000.0
C24-14743,Ford,EcoSport,Delhi NCR,2023,2,500,Petrol,Manual,4.0,18.8,800,Yes,638000.0
C24-14744,Hyundai,Creta,Chennai,2018,7,87762,Petrol,Automatic,1.0,24.0,1997,Yes,309000.0
C24-14745,Mahindra,Scorpio,Ahmedabad,2018,7,90870,Diesel,Manual,1.0,17.3,2200,Yes,415000.0
C24-14746,Tata,Altroz,Jaipur,2020,5,47274,Petrol,Manual,2.0,16.2,800,Yes,441000.0
C24-14747,Maruti Suzuki,WagonR,Hyderabad,2015,10,118104,Petrol,Manual,1.0,12.1,1000,Yes,126000.0
C24-14748,Kia,Sonet,Jaipur,2014,11,143870,Petrol,Automatic,1.0,16.9,1197,Yes,212000.0
C24-14749,Ford,Figo,Kolkata,2018,7,92397,Diesel,Manual,1.0,18.1,1997,Yes,245000.0
C24-14750,Tata,Altroz,Hyderabad,2020,5,54685,Petrol,Manual,1.0,14.6,1498,No,426000.0
C24-14751,Renault,Kwid,Bengaluru,2017,8,102566,Diesel,Manual,1.0,21.4,1197,Yes,182000.0
C24-14752,Volkswagen,Vento,Delhi NCR,2018,7,71970,Diesel,Manual,3.0,23.0,1197,No,270000.0
C24-14753,Mahindra,XUV300,Ahmedabad,2015,10,117684,Petrol,Automatic,3.0,18.2,1199,No,222000.0
C24-14754,Hyundai,Grand i10,Jaipur,2015,10,123742,Petrol,Automatic,1.0,15.1,1199,Yes,198000.0
C24-14755,Renault,Triber,Pune,2012,13,162888,Petrol,Automatic,1.0,14.4,1498,Yes,97000.0
C24-14756,Toyota,Fortuner,Kolkata,2023,2,37159,Diesel,Automatic,1.0,14.6,1498,Yes,1173000.0
C24-14757,Renault,Kwid,Chennai,2014,11,137860,Diesel,Manual,2.0,14.3,800,No,117000.0
C24-14758,Honda,Jazz,Chennai,2017,8,105758,Petrol,Manual,2.0,13.6,1197,No,236000.0
C24-14759,Ford,EcoSport,Mumbai,2019,6,65428,CNG,Manual,2.0,15.0,1199,Yes,331000.0
C24-14760,Tata,Nexon,Mumbai,2020,5,69247,Diesel,Automatic,1.0,13.5,1199,No,506000.0
C24-14761,Renault,Kwid,Bengaluru,2012,13,148952,Petrol,Manual,1.0,20.4,1000,Yes,105000.0
C24-14762,Volkswagen,Polo,Jaipur,2018,7,89610,Petrol,Manual,3.0,15.2,800,Yes,247000.0
C24-14763,Hyundai,Creta,Chandigarh,2019,6,60235,Petrol,Manual,3.0,18.8,1000,Yes,324000.0
C24-14764,Renault,Triber,Bengaluru,2020,5,61149,Diesel,Manual,1.0,18.7,1199,Yes,405000.0
C24-14765,Hyundai,Verna,Mumbai,2018,7,87865,Diesel,Automatic,3.0,16.1,1197,Yes,361000.0
C24-14766,Mahindra,XUV300,Bengaluru,2016,9,110935,Diesel,Automatic,3.0,15.8,1997,Yes,277000.0
C24-14767,Mahindra,XUV700,Delhi NCR,2017,8,95562,Diesel,Automatic,1.0,19.2,1000,Yes,402000.0
C24-14768,Renault,Kwid,Hyderabad,2024,1,13404,Petrol,Automatic,,18.4,1498,No,744000.0
C24-14769,Volkswagen,Vento,Kolkata,2015,10,116161,Petrol,Automatic,1.0,18.9,1199,Yes,196000.0
C24-14770,Kia,Carens,Bengaluru,2014,11,126408,Electric,Manual,2.0,7.9,800,Yes,275000.0
C24-14771,Volkswagen,Polo,Pune,2016,9,114009,Diesel,Manual,2.0,14.6,1000,Yes,216000.0
C24-14772,Tata,Altroz,Chennai,2019,6,66792,Petrol,Manual,1.0,17.4,1199,Yes,369000.0
C24-14773,Hyundai,Verna,Chennai,2023,2,19734,Diesel,Manual,3.0,16.2,1199,Yes,659000.0
C24-14774,Maruti Suzuki,Swift,Kolkata,2024,1,13311,Diesel,Manual,1.0,16.3,1000,No,639000.0
C24-14775,Honda,Amaze,Delhi NCR,2013,12,138707,Diesel,Manual,2.0,14.0,1197,Yes,178000.0
C24-14776,Toyota,Glanza,Chennai,2024,1,18582,Petrol,Manual,2.0,15.4,1197,Yes,1273000.0
C24-14777,Tata,Altroz,Hyderabad,2014,11,126616,Electric,Manual,2.0,7.3,1498,Yes,209000.0
C24-14778,Tata,Altroz,Delhi NCR,2015,10,116470,Petrol,Manual,1.0,14.9,1498,Yes,210000.0
C24-14779,Maruti Suzuki,Dzire,Ahmedabad,2019,6,68085,Petrol,Manual,1.0,20.3,1997,No,262000.0
C24-14780,Honda,Amaze,Jaipur,2020,5,73445,Diesel,Manual,1.0,15.1,1197,Yes,430000.0
C24-14781,Kia,Sonet,Jaipur,2017,8,96425,Petrol,Manual,1.0,17.4,1197,Yes,325000.0
C24-14782,Toyota,Innova,Delhi NCR,2012,13,162657,Petrol,Manual,2.0,22.3,1498,No,201000.0
C24-14783,Honda,City,Jaipur,2018,7,93878,Petrol,Manual,1.0,19.2,800,Yes,302000.0
C24-14784,Volkswagen,Vento,Bengaluru,2012,13,157710,Petrol,Manual,1.0,20.8,1498,No,134000.0
C24-14785,Mahindra,XUV300,Mumbai,2018,7,95502,CNG,Manual,3.0,20.8,1997,No,346000.0
C24-14786,Ford,Figo,Delhi NCR,2013,12,143131,Electric,Manual,3.0,5.4,1199,Yes,154000.0
C24-14787,Tata,Harrier,Ahmedabad,2019,6,74435,Diesel,Manual,1.0,17.2,1498,No,354000.0
C24-14788,Kia,Seltos,Ahmedabad,2015,10,130427,Petrol,Manual,2.0,28.7,1199,Yes,199000.0
C24-14789,Tata,Harrier,Bengaluru,2018,7,80067,Petrol,Automatic,1.0,18.6,1498,Yes,376000.0
C24-14790,Mahindra,XUV700,Hyderabad,2013,12,151438,Petrol,Automatic,1.0,13.6,1498,Yes,198000.0
C24-14791,Tata,Punch,Hyderabad,2024,1,4205,Diesel,Manual,1.0,16.7,1199,Yes,983000.0
C24-14792,Mahindra,XUV700,Hyderabad,2024,1,12984,Petrol,Manual,3.0,,1197,Yes,1069000.0
C24-14793,Toyota,Fortuner,Delhi NCR,2013,12,138605,CNG,Automatic,1.0,10.9,2000,Yes,251000.0
C24-14794,Renault,Kwid,Jaipur,2017,8,97095,Diesel,Automatic,3.0,16.0,1997,No,162000.0
C24-14795,Honda,Amaze,Delhi NCR,2019,6,54732,Diesel,Automatic,2.0,20.8,1498,No,539000.0
C24-14796,Toyota,Fortuner,Jaipur,2017,8,81622,Electric,Manual,1.0,6.0,800,Yes,461000.0
C24-14797,Hyundai,Creta,Bengaluru,2024,1,13004,CNG,Automatic,2.0,16.3,1498,Yes,790000.0
C24-14798,Hyundai,Grand i10,Pune,2023,2,15184,Petrol,Automatic,1.0,23.0,1997,Yes,802000.0
C24-14799,Honda,City,Mumbai,2012,13,166484,Petrol,Automatic,1.0,23.8,1000,Yes,171000.0
C24-14800,Kia,Carens,Hyderabad,2016,9,99696,Diesel,Manual,1.0,10.6,1197,Yes,268000.0
C24-14801,Mahindra,Scorpio,Ahmedabad,2021,4,46829,CNG,Manual,1.0,,2000,No,583000.0
C24-14802,Kia,Sonet,Chandigarh,2018,7,89878,CNG,Automatic,1.0,21.5,1197,No,348000.0
C24-14803,Toyota,Innova,Delhi NCR,2013,12,151882,Petrol,Manual,3.0,18.0,2200,Yes,210000.0
C24-14804,Kia,Sonet,Ahmedabad,2015,10,126906,Petrol,Manual,2.0,19.7,1498,Yes,219000.0
C24-14805,Renault,Kwid,Delhi NCR,2018,7,76644,Petrol,Manual,1.0,13.2,1199,No,248000.0
C24-14806,Toyota,Fortuner,Hyderabad,2017,8,103091,Petrol,Manual,1.0,25.6,1199,Yes,387000.0
C24-14807,Toyota,Fortuner,Hyderabad,2014,11,118897,Diesel,Manual,1.0,19.1,1498,No,240000.0
C24-14808,Hyundai,Grand i10,Kolkata,2016,9,106055,Diesel,Manual,2.0,15.4,1000,,181000.0
C24-14809,Kia,Seltos,Chennai,2022,3,49205,Diesel,Automatic,2.0,15.8,800,Yes,771000.0
C24-14810,Kia,Carens,Hyderabad,2012,13,152801,Petrol,Manual,2.0,12.5,1197,No,147000.0
C24-14811,Mahindra,Scorpio,Ahmedabad,2012,13,159022,Diesel,Manual,1.0,22.3,2200,Yes,197000.0
C24-14812,Volkswagen,Vento,Bengaluru,2018,7,94084,Petrol,Automatic,1.0,14.2,1000,Yes,344000.0
C24-14813,Renault,Triber,Ahmedabad,2014,11,133375,Petrol,Automatic,3.0,25.1,1997,Yes,116000.0
C24-14814,Maruti Suzuki,Swift,Kolkata,2018,7,75346,Petrol,Manual,1.0,15.9,1197,Yes,228000.0
C24-14815,Volkswagen,Vento,Delhi NCR,2020,5,67337,Petrol,Manual,1.0,9.9,1197,Yes,438000.0
C24-14816,Volkswagen,Polo,Mumbai,2024,1,14643,Diesel,Manual,1.0,18.3,1498,Yes,1006000.0
C24-14817,Hyundai,Grand i10,Mumbai,2018,7,84218,Petrol,Automatic,2.0,10.6,1199,Yes,274000.0
C24-14818,Honda,Amaze,Ahmedabad,2023,2,32231,Petrol,Automatic,1.0,21.8,1199,No,709000.0
C24-14819,Tata,Harrier,Kolkata,2020,5,63704,Diesel,Manual,4.0,24.1,1000,Yes,340000.0
C24-14820,Ford,EcoSport,Bengaluru,2020,5,62286,Petrol,Manual,1.0,32.5,1197,Yes,445000.0
C24-14821,Volkswagen,Polo,Bengaluru,2016,9,113213,CNG,Manual,1.0,25.5,1197,Yes,191000.0
C24-14822,Tata,Punch,Chennai,2022,3,22422,Electric,Automatic,1.0,5.2,1199,Yes,884000.0
C24-14823,Renault,Triber,Delhi NCR,2019,6,60217,Petrol,Manual,2.0,18.6,1197,Yes,298000.0
C24-14824,Maruti Suzuki,WagonR,Chennai,2014,11,131348,Petrol,Automatic,1.0,18.2,1498,Yes,134000.0
C24-14825,Honda,Jazz,Ahmedabad,2014,11,139534,CNG,Manual,1.0,14.7,1498,No,145000.0
C24-14826,Ford,Figo,Pune,2015,10,125525,Petrol,Manual,3.0,18.6,1997,Yes,173000.0
C24-14827,Maruti Suzuki,Baleno,Kolkata,2014,11,129615,CNG,Manual,2.0,19.1,1199,Yes,93000.0
C24-14828,Kia,Seltos,Bengaluru,2023,2,20202,Petrol,Manual,2.0,21.4,1197,Yes,1028000.0
C24-14829,Mahindra,Scorpio,Jaipur,2021,4,59619,Petrol,Manual,1.0,26.8,800,No,549000.0
C24-14830,Honda,City,Chandigarh,2015,10,123470,CNG,Automatic,2.0,17.1,1498,No,183000.0
C24-14831,Maruti Suzuki,WagonR,Ahmedabad,2023,2,20377,Diesel,Manual,1.0,13.8,1498,Yes,547000.0
C24-14832,Tata,Altroz,Jaipur,2024,1,10363,Petrol,Manual,1.0,17.2,1498,Yes,732000.0
C24-14833,Kia,Seltos,Kolkata,2024,1,9657,Petrol,Automatic,1.0,14.5,1498,Yes,1155000.0
C24-14834,Mahindra,Scorpio,Delhi NCR,2019,6,81659,Petrol,Manual,1.0,24.5,1997,Yes,542000.0
C24-14835,Kia,Carens,Jaipur,2019,6,64008,Petrol,Manual,2.0,23.2,2200,Yes,422000.0
C24-14836,Maruti Suzuki,Dzire,Delhi NCR,2014,11,127602,Diesel,Automatic,1.0,16.0,1000,Yes,135000.0
C24-14837,Hyundai,i20,Pune,2017,8,84680,Petrol,Automatic,1.0,21.2,1000,Yes,285000.0
C24-14838,Toyota,Innova,Jaipur,2021,4,55950,Petrol,Manual,1.0,12.9,1197,Yes,720000.0
C24-14839,Kia,Carens,Bengaluru,2018,7,85927,Diesel,Manual,2.0,20.0,1199,No,427000.0
C24-14840,Ford,EcoSport,Ahmedabad,2012,13,169364,CNG,Automatic,2.0,22.2,1197,Yes,104000.0
C24-14841,Maruti Suzuki,Swift,Hyderabad,2020,5,59105,Diesel,Manual,1.0,23.1,1197,No,325000.0
C24-14842,Toyota,Glanza,Chandigarh,2014,11,136810,Petrol,Automatic,1.0,18.6,1997,No,276000.0
C24-14843,Toyota,Urban Cruiser,Kolkata,2018,7,86608,Diesel,Manual,1.0,19.4,1498,Yes,413000.0
C24-14844,Ford,EcoSport,Delhi NCR,2021,4,44932,Diesel,Manual,2.0,14.0,1199,Yes,514000.0
C24-14845,Mahindra,Scorpio,Ahmedabad,2020,5,60565,CNG,Manual,2.0,8.0,1997,Yes,425000.0
C24-14846,Volkswagen,Polo,Chandigarh,2018,7,92431,CNG,Manual,3.0,19.0,1498,Yes,214000.0
C24-14847,Tata,Punch,Ahmedabad,2024,1,1978,Petrol,Manual,2.0,14.9,800,Yes,890000.0
C24-14848,Volkswagen,Polo,Kolkata,2021,4,31708,Diesel,Automatic,1.0,13.4,2000,No,601000.0
C24-14849,Kia,Seltos,Chennai,2018,7,78234,CNG,Automatic,1.0,21.4,2200,Yes,372000.0
C24-14850,Ford,Figo,Mumbai,2016,9,102282,Petrol,Automatic,4.0,12.0,2000,No,204000.0
C24-14851,Mahindra,XUV300,Ahmedabad,2012,13,157882,Petrol,Manual,2.0,23.9,1997,Yes,152000.0
C24-14852,Tata,Altroz,Bengaluru,2022,3,38483,Petrol,Manual,1.0,17.2,1197,No,630000.0
C24-14853,Mahindra,XUV700,Hyderabad,2016,9,123570,Diesel,Automatic,2.0,17.2,1197,Yes,268000.0
C24-14854,Volkswagen,Polo,Chennai,2017,8,102518,CNG,Manual,1.0,18.1,1498,No,199000.0
C24-14855,Tata,Harrier,Delhi NCR,2013,12,148938,Petrol,Manual,,13.6,1199,Yes,121000.0
C24-14856,Tata,Punch,Chennai,2022,3,37583,Petrol,Automatic,4.0,24.8,1997,Yes,534000.0
C24-14857,Honda,City,Pune,2012,13,145435,Petrol,Manual,1.0,18.5,1197,Yes,162000.0
C24-14858,Maruti Suzuki,Baleno,Mumbai,2023,2,23343,CNG,Manual,1.0,16.8,1997,Yes,573000.0
C24-14859,Toyota,Fortuner,Pune,2016,9,109791,Diesel,Manual,3.0,15.4,1498,Yes,355000.0
C24-14860,Kia,Seltos,Jaipur,2023,2,22892,Petrol,Manual,1.0,10.7,1000,,882000.0
C24-14861,Hyundai,Grand i10,Pune,2020,5,47895,Diesel,Manual,2.0,16.7,1197,Yes,377000.0
C24-14862,Honda,Jazz,Chennai,2019,6,74651,Electric,Manual,2.0,6.8,1997,Yes,421000.0
C24-14863,Honda,Amaze,Bengaluru,2020,5,43862,Diesel,Automatic,1.0,18.6,1997,Yes,724000.0
C24-14864,Ford,EcoSport,Bengaluru,2018,7,91779,Petrol,Automatic,,15.8,1197,Yes,287000.0
C24-14865,Volkswagen,Polo,Hyderabad,2015,10,115514,Petrol,Automatic,1.0,8.4,1197,Yes,231000.0
C24-14866,Kia,Sonet,Kolkata,2023,2,14075,Diesel,Automatic,1.0,19.8,1498,Yes,1181000.0
C24-14867,Ford,EcoSport,Bengaluru,2013,12,138552,Petrol,Manual,1.0,17.7,1498,No,151000.0
C24-14868,Maruti Suzuki,Swift,Jaipur,2012,13,155810,CNG,Automatic,1.0,11.1,1197,Yes,63000.0
C24-14869,Hyundai,Verna,Chennai,2022,3,28843,Petrol,Manual,3.0,10.5,1197,Yes,496000.0
C24-14870,Mahindra,Scorpio,Chandigarh,2013,12,138724,Petrol,Automatic,1.0,21.6,800,Yes,197000.0
C24-14871,Maruti Suzuki,Dzire,Kolkata,2013,12,139122,Petrol,Manual,1.0,15.7,2200,Yes,113000.0
C24-14872,Tata,Altroz,Bengaluru,2023,2,27806,Petrol,Manual,1.0,19.3,800,Yes,698000.0
C24-14873,Renault,Triber,Bengaluru,2017,8,95316,Petrol,Automatic,1.0,18.8,2000,No,222000.0
C24-14874,Mahindra,XUV300,Kolkata,2024,1,13601,Petrol,Manual,4.0,22.8,1000,No,991000.0
C24-14875,Volkswagen,Vento,Hyderabad,2015,10,135420,Petrol,Manual,1.0,20.3,1197,No,195000.0
C24-14876,Maruti Suzuki,Swift,Pune,2012,13,147851,Diesel,Automatic,1.0,18.2,1197,Yes,90000.0
C24-14877,Volkswagen,Vento,Pune,2019,6,74096,Diesel,Manual,1.0,23.1,1197,No,368000.0
C24-14878,Renault,Kwid,Bengaluru,2021,4,49589,Electric,Automatic,1.0,5.3,1000,Yes,650000.0
C24-14879,Mahindra,XUV300,Chandigarh,2017,8,90861,Petrol,Manual,1.0,14.8,1000,Yes,306000.0
C24-14880,Mahindra,XUV700,Kolkata,2019,6,64599,Petrol,Automatic,1.0,13.7,1000,Yes,540000.0
C24-14881,Toyota,Innova,Chennai,2023,2,17251,Petrol,Manual,1.0,22.5,1498,No,1132000.0
C24-14882,Hyundai,Venue,Chandigarh,2015,10,117019,Petrol,Manual,4.0,20.8,1199,Yes,158000.0
C24-14883,Toyota,Fortuner,Bengaluru,2023,2,18047,Petrol,Manual,2.0,17.3,1498,No,1225000.0
C24-14884,Renault,Triber,Delhi NCR,2021,4,54089,Diesel,Manual,1.0,13.4,1199,Yes,391000.0
C24-14885,Renault,Triber,Bengaluru,2017,8,109303,Petrol,Manual,1.0,,1197,Yes,206000.0
C24-14886,Ford,Figo,Bengaluru,2014,11,116109,Diesel,Manual,2.0,18.6,2200,Yes,182000.0
C24-14887,Volkswagen,Polo,Jaipur,2018,7,85187,Petrol,Manual,1.0,18.1,1197,Yes,263000.0
C24-14888,Maruti Suzuki,Dzire,Pune,2024,1,9398,Petrol,Manual,2.0,25.5,1199,Yes,521000.0
C24-14889,Toyota,Fortuner,Chandigarh,2022,3,18204,Diesel,Manual,3.0,20.6,1197,No,932000.0
C24-14890,Honda,City,Jaipur,2017,8,86579,Petrol,Automatic,3.0,,2000,Yes,243000.0
C24-14891,Renault,Kwid,Hyderabad,2016,9,118118,Diesel,Automatic,1.0,15.4,1997,Yes,192000.0
C24-14892,Mahindra,XUV700,Pune,2013,12,131436,Petrol,Automatic,1.0,21.3,1000,Yes,195000.0
C24-14893,Tata,Tiago,Bengaluru,2014,11,134029,Petrol,Manual,1.0,17.4,1000,No,149000.0
C24-14894,Volkswagen,Vento,Kolkata,2015,10,132784,Petrol,Manual,1.0,19.8,800,No,163000.0
C24-14895,Ford,Figo,Ahmedabad,2017,8,78405,Petrol,Manual,2.0,19.3,1997,No,236000.0
C24-14896,Mahindra,Scorpio,Pune,2018,7,82702,Petrol,Manual,2.0,19.8,1197,Yes,412000.0
C24-14897,Hyundai,Verna,Chandigarh,2013,12,148455,Electric,Manual,2.0,6.7,800,Yes,122000.0
C24-14898,Ford,Figo,Hyderabad,2019,6,81714,Diesel,Manual,1.0,19.8,2000,Yes,346000.0
C24-14899,Honda,WR-V,Kolkata,2017,8,89731,Petrol,Manual,1.0,16.2,1197,No,226000.0
C24-14900,Tata,Harrier,Hyderabad,2013,12,136270,Petrol,Manual,2.0,14.1,1997,Yes,138000.0
C24-14901,Kia,Carens,Chennai,2022,3,33500,Petrol,Manual,2.0,13.6,1498,Yes,729000.0
C24-14902,Honda,WR-V,Kolkata,2021,4,41582,Diesel,Automatic,3.0,20.7,800,Yes,585000.0
C24-14903,Mahindra,XUV300,Mumbai,2023,2,7049,Diesel,Manual,1.0,19.6,1197,Yes,1035000.0
C24-14904,Mahindra,Scorpio,Chennai,2012,13,161710,Diesel,Manual,1.0,14.5,2000,Yes,180000.0
C24-14905,Tata,Tiago,Ahmedabad,2022,3,29873,CNG,Manual,4.0,17.1,1498,Yes,398000.0
C24-14906,Mahindra,XUV300,Hyderabad,2019,6,64041,Petrol,Manual,2.0,18.6,1498,Yes,495000.0
C24-14907,Kia,Carens,Kolkata,2015,10,134316,Petrol,Automatic,1.0,22.2,1498,Yes,258000.0
C24-14908,Tata,Nexon,Pune,2016,9,105622,Petrol,Automatic,2.0,30.8,1498,Yes,222000.0
C24-14909,Maruti Suzuki,Baleno,Delhi NCR,2012,13,154151,Petrol,Manual,1.0,15.4,1199,No,90000.0
C24-14910,Toyota,Innova,Kolkata,2022,3,28812,Petrol,Manual,1.0,11.7,1498,No,823000.0
C24-14911,Toyota,Innova,Chandigarh,2017,8,86933,Diesel,Automatic,1.0,22.5,1197,Yes,424000.0
C24-14912,Honda,City,Kolkata,2015,10,111615,Diesel,Automatic,1.0,11.3,1000,Yes,195000.0
C24-14913,Kia,Sonet,Hyderabad,2023,2,21708,Electric,Manual,1.0,6.5,1197,Yes,1231000.0
C24-14914,Hyundai,Creta,Bengaluru,2020,5,62367,Petrol,Manual,2.0,20.1,1498,Yes,405000.0
C24-14915,Renault,Triber,Hyderabad,2021,4,53143,Electric,Manual,2.0,7.8,1498,Yes,439000.0
C24-14916,Ford,EcoSport,Kolkata,2019,6,79853,Diesel,Manual,1.0,16.1,1197,Yes,297000.0
C24-14917,Tata,Harrier,Chandigarh,2012,13,148951,Petrol,Manual,3.0,25.2,1197,Yes,109000.0
C24-14918,Kia,Seltos,Jaipur,2020,5,68821,Petrol,Manual,1.0,14.2,1997,Yes,478000.0
C24-14919,Hyundai,Venue,Chandigarh,2024,1,12013,Petrol,Manual,2.0,18.2,1000,No,689000.0
C24-14920,Maruti Suzuki,WagonR,Hyderabad,2012,13,155379,Petrol,Manual,1.0,20.6,1000,Yes,80000.0
C24-14921,Maruti Suzuki,Baleno,Hyderabad,2018,7,84512,Petrol,Manual,1.0,13.2,1000,Yes,252000.0
C24-14922,Renault,Kwid,Mumbai,2024,1,21175,Petrol,Manual,1.0,18.5,1197,Yes,651000.0
C24-14923,Mahindra,XUV700,Pune,2022,3,39122,Petrol,Manual,1.0,21.4,1498,Yes,758000.0
C24-14924,Tata,Tiago,Hyderabad,2012,13,162139,Petrol,Manual,3.0,21.8,1498,Yes,105000.0
C24-14925,Ford,Figo,Chennai,2016,9,112136,Petrol,Manual,1.0,21.6,1199,Yes,176000.0
C24-14926,Hyundai,Creta,Bengaluru,2018,7,82013,Petrol,Manual,1.0,15.1,1000,Yes,228000.0
C24-14927,Toyota,Fortuner,Bengaluru,2017,8,104713,Diesel,Manual,1.0,19.0,1000,Yes,411000.0
C24-14928,Tata,Harrier,Hyderabad,2024,1,26407,Petrol,Manual,1.0,20.2,1997,Yes,853000.0
C24-14929,Hyundai,Verna,Kolkata,2016,9,103281,Diesel,Manual,4.0,24.7,1197,Yes,150000.0
C24-14930,Mahindra,XUV300,Jaipur,2018,7,91186,CNG,Automatic,1.0,12.0,1997,Yes,362000.0
C24-14931,Hyundai,Venue,Delhi NCR,2017,8,85361,Diesel,Manual,1.0,20.5,800,Yes,256000.0
C24-14932,Kia,Carens,Jaipur,2012,13,156998,Diesel,Automatic,1.0,22.2,1199,Yes,177000.0
C24-14933,Ford,Figo,Pune,2017,8,101061,CNG,Automatic,1.0,19.3,2000,Yes,250000.0
C24-14934,Mahindra,Bolero,Pune,2020,5,52649,Petrol,Manual,4.0,7.3,1997,No,474000.0
C24-14935,Maruti Suzuki,Baleno,Pune,2021,4,66865,Electric,Manual,1.0,5.7,2000,Yes,462000.0
C24-14936,Honda,City,Mumbai,2018,7,86313,Electric,Manual,2.0,6.7,1000,Yes,424000.0
C24-14937,Maruti Suzuki,WagonR,Chennai,2020,5,55932,Petrol,Manual,2.0,19.6,1498,Yes,322000.0
C24-14938,Renault,Triber,Chennai,2012,13,153382,Diesel,Automatic,1.0,13.5,1197,Yes,107000.0
C24-14939,Mahindra,XUV700,Kolkata,2018,7,105422,Diesel,Manual,3.0,,1498,Yes,288000.0
C24-14940,Tata,Tiago,Pune,2023,2,30961,Petrol,Automatic,1.0,17.9,1000,No,764000.0
C24-14941,Maruti Suzuki,Alto,Jaipur,2013,12,141496,Diesel,Manual,1.0,21.0,1199,,106000.0
C24-14942,Toyota,Fortuner,Delhi NCR,2014,11,126195,Petrol,Automatic,2.0,22.4,1498,Yes,267000.0
C24-14943,Tata,Harrier,Chennai,2021,4,54919,Petrol,Automatic,1.0,17.2,1498,No,473000.0
C24-14944,Maruti Suzuki,Swift,Jaipur,2012,13,161257,Petrol,Manual,1.0,16.8,1498,Yes,90000.0
C24-14945,Maruti Suzuki,Baleno,Ahmedabad,2019,6,63069,CNG,Manual,3.0,18.7,1997,Yes,228000.0
